X_Plane1_r_0,X_Plane1_r_1,X_Plane1_r_2,X_Plane1_dr_0,X_Plane1_dr_1,X_Plane1_dr_2,X_Plane1_R_0,X_Plane1_R_1,X_Plane1_R_2,X_Plane1_R_3,X_Plane1_R_4,X_Plane1_R_5,X_Plane1_R_6,X_Plane1_R_7,X_Plane1_R_8,X_Plane1_omega_0,X_Plane1_omega_1,X_Plane1_omega_2,X_Plane1_thrust_0,X_Plane1_thrust_1,X_Plane1_flaps_0,X_Plane1_flaps_1,X_t_0,U_Plane1_dthrust_0,U_Plane1_dthrust_1,U_Plane1_dflaps_0,U_Plane1_dflaps_1
1.090397571e+01,-4.537525160e+01,-1.636529395e+01,-1.674463700e+01,-3.426208353e+00,-9.543848849e-01,-9.794823250e-01,-1.902273925e-01,-6.713243565e-02,1.930233225e-01,-7.867158373e-01,-5.863941159e-01,5.873598906e-02,-5.874201534e-01,8.071829167e-01,7.661652254e-02,7.051410073e-02,-3.345305745e-01,7.812573652e+00,7.872643576e+00,-1.312986256e-01,1.601177487e-02,8.502417466e+00,-4.107111772e+00,-4.089040978e+00,2.810044199e-02,2.645334717e-03
1.049696173e+01,-4.545717661e+01,-1.638771183e+01,-1.675764379e+01,-3.294753709e+00,-8.964948662e-01,-9.811242763e-01,-1.828190424e-01,-6.374072006e-02,1.851600155e-01,-7.893282050e-01,-5.854211294e-01,5.671786886e-02,-5.862831798e-01,8.081576391e-01,7.691929731e-02,6.782788934e-02,-3.344186503e-01,7.712801141e+00,7.773310052e+00,-1.306159922e-01,1.607603698e-02,8.526710088e+00,-4.107111772e+00,-4.089040978e+00,2.810044199e-02,2.645334717e-03
1.008968127e+01,-4.553580373e+01,-1.640874213e+01,-1.676917233e+01,-3.163938239e+00,-8.380995468e-01,-9.826904555e-01,-1.754394913e-01,-6.030303854e-02,1.772844276e-01,-7.918799366e-01,-5.844131086e-01,5.478157034e-02,-5.851023396e-01,8.091480420e-01,7.720825386e-02,6.511985837e-02,-3.343249803e-01,7.613028630e+00,7.673976527e+00,-1.299333588e-01,1.614029910e-02,8.551002709e+00,-4.107111772e+00,-4.089040978e+00,2.810044199e-02,2.645334717e-03
9.681971104e+00,-4.561121724e+01,-1.642833996e+01,-1.677921895e+01,-3.034129197e+00,-7.783460504e-01,-9.841876919e-01,-1.680753990e-01,-5.680222998e-02,1.693788249e-01,-7.943837285e-01,-5.833594700e-01,5.293182061e-02,-5.838752178e-01,8.101584353e-01,7.737329405e-02,6.320372028e-02,-3.342643512e-01,7.508918002e+00,7.570217088e+00,-1.294790474e-01,1.618507448e-02,8.575295330e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
9.273338118e+00,-4.568375648e+01,-1.644632639e+01,-1.678772862e+01,-2.905911310e+00,-7.153782474e-01,-9.856387932e-01,-1.606483040e-01,-5.325026911e-02,1.613953089e-01,-7.968671134e-01,-5.822404779e-01,5.111257174e-02,-5.826196629e-01,8.111884051e-01,7.707263373e-02,6.450534771e-02,-3.342347049e-01,7.387454901e+00,7.448753986e+00,-1.299380239e-01,1.615190291e-02,8.599587952e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
8.864684813e+00,-4.575310992e+01,-1.646281914e+01,-1.679478009e+01,-2.777756927e+00,-6.530115496e-01,-9.870171730e-01,-1.531975486e-01,-4.974974907e-02,1.534126173e-01,-7.992714206e-01,-5.811061435e-01,4.927311071e-02,-5.813610250e-01,8.122118972e-01,7.673637398e-02,6.577962005e-02,-3.341541349e-01,7.265991801e+00,7.327290884e+00,-1.303970005e-01,1.611873134e-02,8.623880573e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
8.456032438e+00,-4.581928513e+01,-1.647783040e+01,-1.680039346e+01,-2.649674601e+00,-5.912425422e-01,-9.883232140e-01,-1.457243453e-01,-4.629977375e-02,1.454313507e-01,-8.015969997e-01,-5.799568541e-01,4.741433403e-02,-5.800994301e-01,8.132288810e-01,7.636567600e-02,6.702593019e-02,-3.340242985e-01,7.144528701e+00,7.205827783e+00,-1.308559770e-01,1.608555977e-02,8.648173194e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
8.047402242e+00,-4.588228969e+01,-1.649137237e+01,-1.680458882e+01,-2.521672888e+00,-5.300678103e-01,-9.895572987e-01,-1.382299067e-01,-4.289944706e-02,1.374521098e-01,-8.038442002e-01,-5.787929969e-01,4.553713820e-02,-5.788350041e-01,8.142393257e-01,7.596170100e-02,6.824367101e-02,-3.338468528e-01,7.023065601e+00,7.084364681e+00,-1.313149536e-01,1.605238821e-02,8.672465816e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
7.638815476e+00,-4.594213118e+01,-1.650345723e+01,-1.680738625e+01,-2.393760343e+00,-4.694839391e-01,-9.907198096e-01,-1.307154452e-01,-3.954787291e-02,1.294754949e-01,-8.060133715e-01,-5.776149589e-01,4.364241974e-02,-5.775678731e-01,8.152432006e-01,7.552561017e-02,6.943223542e-02,-3.336234550e-01,6.901602501e+00,6.962901580e+00,-1.317739301e-01,1.601921664e-02,8.696758437e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
7.230293389e+00,-4.599881718e+01,-1.651409719e+01,-1.680880586e+01,-2.265945520e+00,-4.094875138e-01,-9.918111295e-01,-1.231821734e-01,-3.624415519e-02,1.215021068e-01,-8.081048630e-01,-5.764231275e-01,4.173107515e-02,-5.762981628e-01,8.162404752e-01,7.505856470e-02,7.059101631e-02,-3.333557623e-01,6.780139401e+00,6.841438478e+00,-1.322329067e-01,1.598604507e-02,8.721051058e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
6.821857230e+00,-4.605235526e+01,-1.652330444e+01,-1.680886774e+01,-2.138236974e+00,-3.500751195e-01,-9.928316408e-01,-1.156313038e-01,-3.298739781e-02,1.135325460e-01,-8.101190244e-01,-5.752178896e-01,3.980400095e-02,-5.750259993e-01,8.172311186e-01,7.456172581e-02,7.171940656e-02,-3.330454320e-01,6.658676300e+00,6.719975376e+00,-1.326918832e-01,1.595287351e-02,8.745343680e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
6.413528250e+00,-4.610275301e+01,-1.653109116e+01,-1.680759196e+01,-2.010643260e+00,-2.912433415e-01,-9.937817262e-01,-1.080640490e-01,-2.977670468e-02,1.055674131e-01,-8.120562049e-01,-5.739996325e-01,3.786209363e-02,-5.737515085e-01,8.182151003e-01,7.403625467e-02,7.281679907e-02,-3.326941211e-01,6.537213200e+00,6.598512275e+00,-1.331508598e-01,1.591970194e-02,8.769636301e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
6.005327697e+00,-4.615001800e+01,-1.653746956e+01,-1.680499864e+01,-1.883172933e+00,-2.329887648e-01,-9.946617682e-01,-1.004816215e-01,-2.661117970e-02,9.760730859e-02,-8.139167542e-01,-5.727687434e-01,3.590624972e-02,-5.724748163e-01,8.191923894e-01,7.348331249e-02,7.388258672e-02,-3.323034869e-01,6.415750100e+00,6.477049173e+00,-1.336098363e-01,1.588653037e-02,8.793928922e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
5.597276821e+00,-4.619415780e+01,-1.654245183e+01,-1.680110785e+01,-1.755834548e+00,-1.753079746e-01,-9.954721495e-01,-9.288523389e-02,-2.348992678e-02,8.965283313e-02,-8.157010217e-01,-5.715256094e-01,3.393736571e-02,-5.711960488e-01,8.201629554e-01,7.290406048e-02,7.491616242e-02,-3.318751866e-01,6.294287000e+00,6.355586071e+00,-1.340688129e-01,1.585335881e-02,8.818221544e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
5.189396872e+00,-4.623518000e+01,-1.654605015e+01,-1.679593969e+01,-1.628636659e+00,-1.181975562e-01,-9.962132527e-01,-8.527609861e-02,-2.041204981e-02,8.170458726e-02,-8.174093569e-01,-5.702706177e-01,3.195633813e-02,-5.699153318e-01,8.211267674e-01,7.229965982e-02,7.591691904e-02,-3.314108774e-01,6.172823900e+00,6.234122970e+00,-1.345277894e-01,1.582018724e-02,8.842514165e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
4.781709099e+00,-4.627309217e+01,-1.654827673e+01,-1.678951425e+01,-1.501587821e+00,-6.165409472e-02,-9.968854602e-01,-7.765542823e-02,-1.737665271e-02,7.376317155e-02,-8.190421092e-01,-5.690041555e-01,2.996406347e-02,-5.686327912e-01,8.220837949e-01,7.167127171e-02,7.688424949e-02,-3.309122164e-01,6.051360800e+00,6.112659868e+00,-1.349867660e-01,1.578701567e-02,8.866806786e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
4.374234753e+00,-4.630790189e+01,-1.654914376e+01,-1.678185163e+01,-1.374696589e+00,-5.674175265e-03,-9.974891548e-01,-7.002443528e-02,-1.438283937e-02,6.582918658e-02,-8.205996281e-01,-5.677266098e-01,2.796143824e-02,-5.673485531e-01,8.230340072e-01,7.102005735e-02,7.781754665e-02,-3.303808609e-01,5.929897699e+00,5.991196766e+00,-1.354457425e-01,1.575384410e-02,8.891099408e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
3.966995081e+00,-4.633961674e+01,-1.654866342e+01,-1.677297191e+01,-1.247971518e+00,4.974561695e-02,-9.980247190e-01,-6.238433230e-02,-1.142971371e-02,5.790323292e-02,-8.220822631e-01,-5.664383680e-01,2.594935896e-02,-5.660627434e-01,8.239773735e-01,7.034717793e-02,7.871620341e-02,-3.298184681e-01,5.808434599e+00,5.869733665e+00,-1.359047191e-01,1.572067254e-02,8.915392029e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
3.560011335e+00,-4.636824430e+01,-1.654684792e+01,-1.676289519e+01,-1.121421163e+00,1.046086968e-01,-9.984925354e-01,-5.473633181e-02,-8.516379624e-03,4.998591115e-02,-8.234903637e-01,-5.651398170e-01,2.392872213e-02,-5.647754880e-01,8.249138631e-01,6.965379467e-02,7.957961267e-02,-3.292266950e-01,5.686971499e+00,5.748270563e+00,-1.363636956e-01,1.568750097e-02,8.939684650e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
3.153304764e+00,-4.639379214e+01,-1.654370945e+01,-1.675164155e+01,-9.950540775e-01,1.589184790e-01,-9.988929866e-01,-4.708164636e-02,-5.641941018e-03,4.207782182e-02,-8.248242794e-01,-5.638313442e-01,2.190042426e-02,-5.634869129e-01,8.258434455e-01,6.894106875e-02,8.040716732e-02,-3.286071990e-01,5.565508399e+00,5.626807461e+00,-1.368226722e-01,1.565432940e-02,8.963977272e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
2.746896617e+00,-4.641626784e+01,-1.653926020e+01,-1.673923110e+01,-8.688788175e-01,2.126783785e-01,-9.992264552e-01,-3.942148848e-02,-2.805501798e-03,3.417956553e-02,-8.260843596e-01,-5.625133367e-01,1.986536186e-02,-5.621971439e-01,8.267660898e-01,6.821016136e-02,8.119826025e-02,-3.279616373e-01,5.444045299e+00,5.505344360e+00,-1.372816487e-01,1.562115784e-02,8.988269893e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
2.340808143e+00,-4.643567898e+01,-1.653351236e+01,-1.672568391e+01,-7.429039376e-01,2.658918101e-01,-9.994933238e-01,-3.175707069e-02,-6.165866305e-06,2.629174284e-02,-8.272709538e-01,-5.611861816e-01,1.782443144e-02,-5.609063072e-01,8.276817653e-01,6.746223372e-02,8.195228435e-02,-3.272916669e-01,5.322582199e+00,5.383881258e+00,-1.377406253e-01,1.558798627e-02,9.012562514e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
1.935060593e+00,-4.645203314e+01,-1.652647813e+01,-1.671102009e+01,-6.171379924e-01,3.185621886e-01,-9.996939749e-01,-2.408960553e-02,2.756962871e-03,1.841495432e-02,-8.283844115e-01,-5.598502661e-01,1.577852951e-02,-5.596145285e-01,8.285904415e-01,6.669844701e-02,8.266863251e-02,-3.265989452e-01,5.201119098e+00,5.262418156e+00,-1.381996018e-01,1.555481470e-02,9.036855136e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
1.529675216e+00,-4.646533790e+01,-1.651816969e+01,-1.669525972e+01,-4.915895369e-01,3.706929288e-01,-9.998287912e-01,-1.642030554e-02,5.484780511e-03,1.054980054e-02,-8.294250822e-01,-5.585059774e-01,1.372855258e-02,-5.583219338e-01,8.294920876e-01,6.591996243e-02,8.334669762e-02,-3.258851292e-01,5.079655998e+00,5.140955055e+00,-1.386585784e-01,1.552164314e-02,9.061147757e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
1.124673261e+00,-4.647560082e+01,-1.650859926e+01,-1.667842290e+01,-3.662671257e-01,4.222874456e-01,-9.998981552e-01,-8.750383247e-03,8.178183148e-03,2.696882082e-03,-8.303933153e-01,-5.571537026e-01,1.167539714e-02,-5.570286492e-01,8.303866729e-01,6.512794118e-02,8.398587258e-02,-3.251518763e-01,4.958192898e+00,5.019491953e+00,-1.391175549e-01,1.548847157e-02,9.085440378e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
7.200759789e-01,-4.648282950e+01,-1.649777901e+01,-1.666052972e+01,-2.411793137e-01,4.733491538e-01,-9.999024495e-01,-1.081051184e-03,1.083806688e-02,-5.143200485e-03,-8.312894603e-01,-5.557938290e-01,9.619959726e-03,-5.557348004e-01,8.312741667e-01,6.432354446e-02,8.458555027e-02,-3.244008435e-01,4.836729798e+00,4.898028851e+00,-1.395765315e-01,1.545530000e-02,9.109733000e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
3.159046181e-01,-4.648703150e+01,-1.648572114e+01,-1.664160027e+01,-1.163346557e-01,5.238814682e-01,-9.998420568e-01,6.586478116e-03,1.346532780e-02,-1.296984659e-02,-8.321138667e-01,-5.544267435e-01,7.563136830e-03,-5.544405136e-01,8.321545384e-01,6.350793347e-02,8.514512359e-02,-3.236336881e-01,4.715266698e+00,4.776565750e+00,-1.400355080e-01,1.542212843e-02,9.134025621e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-8.781957141e-02,-4.648821441e+01,-1.647243784e+01,-1.662165463e+01,8.258293472e-03,5.738878037e-01,-9.997173596e-01,1.425099212e-02,1.606086200e-02,-2.078245566e-02,-8.328668840e-01,-5.530528336e-01,5.505824965e-03,-5.531459145e-01,8.330277572e-01,6.268226939e-02,8.566398543e-02,-3.228520673e-01,4.593803598e+00,4.655102648e+00,-1.404944846e-01,1.538895687e-02,9.158318242e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-4.910753401e-01,-4.648638580e+01,-1.645794132e+01,-1.660071291e+01,1.325909791e-01,6.233715751e-01,-9.995287405e-01,2.191127829e-02,1.862556559e-02,-2.858042712e-02,-8.335488617e-01,-5.516724862e-01,3.448920639e-03,-5.518511292e-01,8.338937924e-01,6.184771344e-02,8.614152867e-02,-3.220576382e-01,4.472340497e+00,4.533639546e+00,-1.409534611e-01,1.535578530e-02,9.182610864e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-8.938414384e-01,-4.648155326e+01,-1.644224375e+01,-1.657879520e+01,2.566548462e-01,6.723361972e-01,-9.992765821e-01,2.956612411e-02,2.116033465e-02,-3.636316040e-02,-8.341601491e-01,-5.502860885e-01,1.393320363e-03,-5.505562837e-01,8.347526134e-01,6.100542681e-02,8.657714622e-02,-3.212520581e-01,4.350877397e+00,4.412176445e+00,-1.414124377e-01,1.532261373e-02,9.206903485e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-1.296096617e+00,-4.647372435e+01,-1.642535734e+01,-1.655592158e+01,3.804413402e-01,7.207850849e-01,-9.989612670e-01,3.721431702e-02,2.366606528e-02,-4.413005492e-02,-8.347010959e-01,-5.488940278e-01,-6.600793573e-04,-5.492615037e-01,8.356041895e-01,6.015657069e-02,8.697023096e-02,-3.204369841e-01,4.229414297e+00,4.290713343e+00,-1.418714142e-01,1.528944217e-02,9.231196106e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-1.697819625e+00,-4.646290666e+01,-1.640729428e+01,-1.653211215e+01,5.039419062e-01,7.687216529e-01,-9.985831778e-01,4.485464451e-02,2.614365358e-02,-5.188051013e-02,-8.351720514e-01,-5.474966912e-01,-2.710382011e-03,-5.479669154e-01,8.364484899e-01,5.930230628e-02,8.732017579e-02,-3.196140735e-01,4.107951197e+00,4.169250241e+00,-1.423303908e-01,1.525627060e-02,9.255488728e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-2.098989215e+00,-4.644910776e+01,-1.638806675e+01,-1.650738700e+01,6.271479893e-01,8.161493162e-01,-9.981426970e-01,5.248589404e-02,2.859399564e-02,-5.961392543e-02,-8.355733652e-01,-5.460944658e-01,-4.756691091e-03,-5.466726446e-01,8.372854840e-01,5.844379478e-02,8.762637359e-02,-3.187849833e-01,3.986488097e+00,4.047787140e+00,-1.427893673e-01,1.522309903e-02,9.279781349e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-2.499584136e+00,-4.643233523e+01,-1.636768697e+01,-1.648176621e+01,7.500510349e-01,8.630714894e-01,-9.976402073e-01,6.010685307e-02,3.101798756e-02,-6.732970026e-02,-8.359053868e-01,-5.446877388e-01,-6.798110087e-03,-5.453788173e-01,8.381151411e-01,5.758219740e-02,8.788821725e-02,-3.179513709e-01,3.865024997e+00,3.926324038e+00,-1.432483439e-01,1.518992747e-02,9.304073970e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-2.899583139e+00,-4.641259666e+01,-1.634616711e+01,-1.645526990e+01,8.726424880e-01,9.094915876e-01,-9.970760912e-01,6.771630908e-02,3.341652544e-02,-7.502723405e-02,-8.361684655e-01,-5.432768975e-01,-8.833742491e-03,-5.440855594e-01,8.389374306e-01,5.671867531e-02,8.810509968e-02,-3.171148934e-01,3.743561897e+00,3.804860936e+00,-1.437073204e-01,1.515675590e-02,9.328366592e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-3.298964973e+00,-4.638989961e+01,-1.632351937e+01,-1.642791813e+01,9.949137939e-01,9.554130254e-01,-9.964507314e-01,7.531304952e-02,3.579050536e-02,-8.270592622e-02,-8.363629509e-01,-5.418623288e-01,-1.086269179e-02,-5.427929969e-01,8.397523216e-01,5.585438973e-02,8.827641375e-02,-3.162772080e-01,3.622098796e+00,3.683397835e+00,-1.441662970e-01,1.512358433e-02,9.352659213e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-3.697708391e+00,-4.636425167e+01,-1.629975595e+01,-1.639973101e+01,1.116856398e+00,1.000839218e+00,-9.957645104e-01,8.289586188e-02,3.814082344e-02,-9.036517620e-02,-8.364891925e-01,-5.404444201e-01,-1.288406149e-02,-5.415012556e-01,8.405597836e-01,5.499050185e-02,8.840155236e-02,-3.154399719e-01,3.500635696e+00,3.561934733e+00,-1.446252735e-01,1.509041277e-02,9.376951834e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-4.095792141e+00,-4.633566041e+01,-1.627488903e+01,-1.637072863e+01,1.238461745e+00,1.045773580e+00,-9.950178109e-01,9.046353360e-02,4.046837575e-02,-9.800438343e-02,-8.365475398e-01,-5.390235585e-01,-1.489695507e-02,-5.402104617e-01,8.413597857e-01,5.412817287e-02,8.847990841e-02,-3.146048423e-01,3.379172596e+00,3.440471631e+00,-1.450842501e-01,1.505724120e-02,9.401244456e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-4.493194975e+00,-4.630413340e+01,-1.624893082e+01,-1.634093108e+01,1.359721280e+00,1.090219525e+00,-9.942110153e-01,9.801485217e-02,4.277405840e-02,-1.056229473e-01,-8.365383421e-01,-5.376001310e-01,-1.690047601e-02,-5.389207410e-01,8.421522975e-01,5.326856398e-02,8.851087478e-02,-3.137734764e-01,3.257709496e+00,3.319008530e+00,-1.455432266e-01,1.502406963e-02,9.425537077e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-4.889895642e+00,-4.626967824e+01,-1.622189350e+01,-1.631035845e+01,1.480626449e+00,1.134180470e+00,-9.933445064e-01,1.055486050e-01,4.505876748e-02,-1.132202673e-01,-8.364619491e-01,-5.361745251e-01,-1.889372783e-02,-5.376322194e-01,8.429372880e-01,5.241283638e-02,8.849384436e-02,-3.129475313e-01,3.136246396e+00,3.197545428e+00,-1.460022032e-01,1.499089806e-02,9.449829698e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-5.285872894e+00,-4.623230249e+01,-1.619378927e+01,-1.627903083e+01,1.601168697e+00,1.177659829e+00,-9.924186666e-01,1.130635797e-01,4.732339909e-02,-1.207957428e-01,-8.363187101e-01,-5.347471276e-01,-2.087581400e-02,-5.363450229e-01,8.437147268e-01,5.156215128e-02,8.842821005e-02,-3.121286643e-01,3.014783296e+00,3.076082326e+00,-1.464611797e-01,1.495772650e-02,9.474122320e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-5.681105481e+00,-4.619201374e+01,-1.616463032e+01,-1.624696832e+01,1.721339469e+00,1.220661017e+00,-9.914338787e-01,1.205585636e-01,4.956884933e-02,-1.283487733e-01,-8.361089746e-01,-5.333183259e-01,-2.284583801e-02,-5.350592774e-01,8.444845830e-01,5.071766986e-02,8.831336474e-02,-3.113185325e-01,2.893320195e+00,2.954619225e+00,-1.469201563e-01,1.492455493e-02,9.498414941e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-6.075572152e+00,-4.614881956e+01,-1.613442885e+01,-1.621419100e+01,1.841130210e+00,1.263187448e+00,-9.903905251e-01,1.280323442e-01,5.179601428e-02,-1.358787581e-01,-8.358330922e-01,-5.318885071e-01,-2.480290337e-02,-5.337751089e-01,8.452468259e-01,4.988055332e-02,8.814870131e-02,-3.105187932e-01,2.771857095e+00,2.833156123e+00,-1.473791328e-01,1.489138336e-02,9.522707562e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-6.469251660e+00,-4.610272753e+01,-1.610319705e+01,-1.618071897e+01,1.960532365e+00,1.305242537e+00,-9.892889885e-01,1.354837090e-01,5.400579006e-02,-1.433850967e-01,-8.354914123e-01,-5.304580584e-01,-2.674611355e-02,-5.324926433e-01,8.460014250e-01,4.905196287e-02,8.793361267e-02,-3.097311035e-01,2.650393995e+00,2.711693021e+00,-1.478381094e-01,1.485821180e-02,9.547000184e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-6.862122753e+00,-4.605374522e+01,-1.607094711e+01,-1.614657232e+01,2.079537380e+00,1.346829699e+00,-9.881296514e-01,1.429114454e-01,5.619907274e-02,-1.508671886e-01,-8.350842843e-01,-5.290273669e-01,-2.867457206e-02,-5.312120066e-01,8.467483495e-01,4.823305970e-02,8.766749170e-02,-3.089571206e-01,2.528930895e+00,2.590229920e+00,-1.482970859e-01,1.482504023e-02,9.571292805e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-7.254164182e+00,-4.600188022e+01,-1.603769122e+01,-1.611177114e+01,2.198136700e+00,1.387952350e+00,-9.869128965e-01,1.503143409e-01,5.837675843e-02,-1.583244331e-01,-8.346120578e-01,-5.275968198e-01,-3.058738237e-02,-5.299333247e-01,8.474875686e-01,4.742500501e-02,8.734973129e-02,-3.081985018e-01,2.407467795e+00,2.468766818e+00,-1.487560625e-01,1.479186866e-02,9.595585426e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-7.645354699e+00,-4.594714010e+01,-1.600344158e+01,-1.607633552e+01,2.316321769e+00,1.428613903e+00,-9.856391063e-01,1.576911830e-01,6.053974322e-02,-1.657562297e-01,-8.340750823e-01,-5.261668043e-01,-3.248364799e-02,-5.286567236e-01,8.482190518e-01,4.662895999e-02,8.697972433e-02,-3.074569042e-01,2.286004695e+00,2.347303716e+00,-1.492150390e-01,1.475869710e-02,9.619878048e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-8.035673053e+00,-4.588953244e+01,-1.596821039e+01,-1.604028555e+01,2.434084034e+00,1.468817774e+00,-9.843086634e-01,1.650407592e-01,6.268892321e-02,-1.731619778e-01,-8.334737071e-01,-5.247377074e-01,-3.436247241e-02,-5.273823292e-01,8.489427683e-01,4.584608584e-02,8.655686372e-02,-3.067339849e-01,2.164541594e+00,2.225840615e+00,-1.496740156e-01,1.472552553e-02,9.644170669e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-8.425097994e+00,-4.582906481e+01,-1.593200983e+01,-1.600364133e+01,2.551414939e+00,1.508567377e+00,-9.829219505e-01,1.723618568e-01,6.482519449e-02,-1.805410769e-01,-8.328082819e-01,-5.233099165e-01,-3.622295911e-02,-5.261102674e-01,8.496586874e-01,4.507754377e-02,8.608054234e-02,-3.060314013e-01,2.043078494e+00,2.104377513e+00,-1.501329921e-01,1.469235396e-02,9.668463290e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-8.813608273e+00,-4.576574481e+01,-1.589485210e+01,-1.596642295e+01,2.668305930e+00,1.547866128e+00,-9.814793500e-01,1.796532635e-01,6.694945316e-02,-1.878929263e-01,-8.320791560e-01,-5.218838186e-01,-3.806421159e-02,-5.248406642e-01,8.503667784e-01,4.432449496e-02,8.555015310e-02,-3.053508104e-01,1.921615394e+00,1.982914411e+00,-1.505919687e-01,1.465918239e-02,9.692755912e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-9.201182641e+00,-4.569957999e+01,-1.585674939e+01,-1.592865050e+01,2.784748452e+00,1.586717441e+00,-9.799812447e-01,1.869137665e-01,6.906259532e-02,-1.952169255e-01,-8.312866789e-01,-5.204598010e-01,-3.988533333e-02,-5.235736456e-01,8.510670108e-01,4.358810061e-02,8.496508887e-02,-3.046938696e-01,1.800152294e+00,1.861451310e+00,-1.510509452e-01,1.462601083e-02,9.717048533e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
-9.587799848e+00,-4.563057795e+01,-1.581771390e+01,-1.589034406e+01,2.900733949e+00,1.625124731e+00,-9.784280171e-01,1.941421535e-01,7.116551706e-02,-2.025124740e-01,-8.304312001e-01,-5.190382507e-01,-4.168542784e-02,-5.223093374e-01,8.517593536e-01,4.286952193e-02,8.432474256e-02,-3.040622359e-01,1.678689194e+00,1.739988208e+00,-1.515099218e-01,1.459283926e-02,9.741341154e+00,-4.999999732e+00,-4.999999794e+00,-1.889366093e-02,-1.365499693e-03
