X_Plane1_r_0,X_Plane1_r_1,X_Plane1_r_2,X_Plane1_dr_0,X_Plane1_dr_1,X_Plane1_dr_2,X_Plane1_R_0,X_Plane1_R_1,X_Plane1_R_2,X_Plane1_R_3,X_Plane1_R_4,X_Plane1_R_5,X_Plane1_R_6,X_Plane1_R_7,X_Plane1_R_8,X_Plane1_omega_0,X_Plane1_omega_1,X_Plane1_omega_2,X_Plane1_thrust_0,X_Plane1_thrust_1,X_Plane1_flaps_0,X_Plane1_flaps_1,X_t_0,U_Plane1_dthrust_0,U_Plane1_dthrust_1,U_Plane1_dflaps_0,U_Plane1_dflaps_1
3.859380411e+01,2.943649583e+01,1.075624370e+01,1.068628695e+01,-1.241069859e+01,-4.662682825e+00,6.073815567e-01,-7.342043368e-01,-3.036379994e-01,5.897438028e-01,6.727105155e-01,-4.468034289e-01,5.323841796e-01,9.238610295e-02,8.415421646e-01,4.592717218e-02,2.021248410e-01,-2.591920250e-01,1.295626782e+01,1.301356824e+01,-2.221500247e-01,1.132331504e-02,2.599310483e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
3.885217109e+01,2.913402180e+01,1.064263018e+01,1.057949677e+01,-1.249380607e+01,-4.689738336e+00,6.010261883e-01,-7.388739383e-01,-3.049495400e-01,5.941533604e-01,6.681670339e-01,-4.477789720e-01,5.346862117e-01,8.801269318e-02,8.405484234e-01,4.689382784e-02,2.023936661e-01,-2.596240351e-01,1.296794277e+01,1.302464591e+01,-2.220392763e-01,1.141283718e-02,2.623603104e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
3.910787499e+01,2.882951612e+01,1.052837787e+01,1.047180241e+01,-1.257607265e+01,-4.716409951e+00,5.946239862e-01,-7.434961598e-01,-3.062521354e-01,5.985432118e-01,6.635866274e-01,-4.487441670e-01,5.369377134e-01,8.359813279e-02,8.395589224e-01,4.787219581e-02,2.026419163e-01,-2.600358132e-01,1.297961772e+01,1.303572358e+01,-2.219285280e-01,1.150235931e-02,2.647895725e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
3.936090090e+01,2.852300202e+01,1.041349441e+01,1.036321646e+01,-1.265749334e+01,-4.742700666e+00,5.881756426e-01,-7.480706582e-01,-3.075454931e-01,6.029130165e-01,6.589692977e-01,-4.496989644e-01,5.391382086e-01,7.914346176e-02,8.385739225e-01,4.886178816e-02,2.028696117e-01,-2.604282733e-01,1.299129267e+01,1.304680125e+01,-2.218177797e-01,1.159188144e-02,2.672188347e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
3.961123389e+01,2.821450273e+01,1.029798744e+01,1.025375149e+01,-1.273806317e+01,-4.768613479e+00,5.816818496e-01,-7.525970901e-01,-3.088293207e-01,6.072624341e-01,6.543150463e-01,-4.506433147e-01,5.412872209e-01,7.464972011e-02,8.375936846e-01,4.986211697e-02,2.030767721e-01,-2.608023296e-01,1.300296762e+01,1.305787893e+01,-2.217070313e-01,1.168140357e-02,2.696480968e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
3.985885904e+01,2.790404145e+01,1.018186463e+01,1.014342009e+01,-1.281777713e+01,-4.794151387e+00,5.751432995e-01,-7.570751125e-01,-3.101033257e-01,6.115911241e-01,6.496238748e-01,-4.515771683e-01,5.433842741e-01,7.011794783e-02,8.366184698e-01,5.087269432e-02,2.032634172e-01,-2.611588964e-01,1.301464257e+01,1.306895660e+01,-2.215962830e-01,1.177092571e-02,2.720773589e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.010376142e+01,2.759164142e+01,1.006513360e+01,1.003223483e+01,-1.289663025e+01,-4.819317388e+00,5.685606844e-01,-7.615043822e-01,-3.113672154e-01,6.158987460e-01,6.448957847e-01,-4.525004757e-01,5.454288920e-01,6.554918493e-02,8.356485390e-01,5.189303228e-02,2.034295669e-01,-2.614988879e-01,1.302631752e+01,1.308003427e+01,-2.214855347e-01,1.186044784e-02,2.745066211e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.034592611e+01,2.727732585e+01,9.947802028e+00,9.920208291e+00,-1.297461752e+01,-4.844114478e+00,5.619346966e-01,-7.658845560e-01,-3.126206975e-01,6.201849594e-01,6.401307776e-01,-4.534131874e-01,5.474205984e-01,6.094447141e-02,8.346841530e-01,5.292264293e-02,2.035752411e-01,-2.618232181e-01,1.303799247e+01,1.309111194e+01,-2.213747864e-01,1.194996997e-02,2.769358832e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.058533819e+01,2.696111796e+01,9.829877544e+00,9.807353058e+00,-1.305173396e+01,-4.868545655e+00,5.552660282e-01,-7.702152906e-01,-3.138634794e-01,6.244494239e-01,6.353288550e-01,-4.543152537e-01,5.493589170e-01,5.630484728e-02,8.337255728e-01,5.396103834e-02,2.037004596e-01,-2.621328014e-01,1.304966742e+01,1.310218961e+01,-2.212640380e-01,1.203949210e-02,2.793651453e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.082198273e+01,2.664304097e+01,9.711367801e+00,9.693681710e+00,-1.312797459e+01,-4.892613915e+00,5.485553714e-01,-7.744962430e-01,-3.150952686e-01,6.286917989e-01,6.304900186e-01,-4.552066252e-01,5.512433715e-01,5.163135253e-02,8.327730593e-01,5.500773059e-02,2.038052423e-01,-2.624285519e-01,1.306134237e+01,1.311326728e+01,-2.211532897e-01,1.212901423e-02,2.817944075e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.105584480e+01,2.632311811e+01,9.592280447e+00,9.579206827e+00,-1.320333441e+01,-4.916322257e+00,5.418034186e-01,-7.787270700e-01,-3.163157726e-01,6.329117440e-01,6.256142698e-01,-4.560872523e-01,5.530734859e-01,4.692502716e-02,8.318268736e-01,5.606223175e-02,2.038896090e-01,-2.627113838e-01,1.307301732e+01,1.312434495e+01,-2.210425414e-01,1.221853637e-02,2.842236696e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.128690949e+01,2.600137258e+01,9.472623131e+00,9.463940987e+00,-1.327780842e+01,-4.939673678e+00,5.350108617e-01,-7.829074283e-01,-3.175246989e-01,6.371089188e-01,6.207016103e-01,-4.569570855e-01,5.548487837e-01,4.218691118e-02,8.308872765e-01,5.712405391e-02,2.039535795e-01,-2.629822113e-01,1.308469227e+01,1.313542262e+01,-2.209317930e-01,1.230805850e-02,2.866529317e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.151516188e+01,2.567782762e+01,9.352403500e+00,9.347896773e+00,-1.335139165e+01,-4.962671174e+00,5.281783931e-01,-7.870369749e-01,-3.187217551e-01,6.412829828e-01,6.157520416e-01,-4.578160752e-01,5.565687888e-01,3.741804460e-02,8.299545289e-01,5.819270913e-02,2.039971738e-01,-2.632419485e-01,1.309636722e+01,1.314650029e+01,-2.208210447e-01,1.239758063e-02,2.890821939e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.174058703e+01,2.535250644e+01,9.231629203e+00,9.231086763e+00,-1.342407911e+01,-4.985317743e+00,5.213067050e-01,-7.911153664e-01,-3.199066485e-01,6.454335955e-01,6.107655652e-01,-4.586641719e-01,5.582330249e-01,3.261946741e-02,8.290288918e-01,5.926770950e-02,2.040204115e-01,-2.634915097e-01,1.310804217e+01,1.315757796e+01,-2.207102964e-01,1.248710276e-02,2.915114560e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.196317002e+01,2.502543226e+01,9.110307888e+00,9.113523539e+00,-1.349586579e+01,-5.007616382e+00,5.143964895e-01,-7.951422598e-01,-3.210790867e-01,6.495604165e-01,6.057421827e-01,-4.595013260e-01,5.598410159e-01,2.779221961e-02,8.281106261e-01,6.034856708e-02,2.040233127e-01,-2.637318090e-01,1.311971712e+01,1.316865563e+01,-2.205995481e-01,1.257662490e-02,2.939407181e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.218289593e+01,2.469662830e+01,8.988447204e+00,8.995219680e+00,-1.356674673e+01,-5.029570088e+00,5.074484388e-01,-7.991173119e-01,-3.222387772e-01,6.536631054e-01,6.006818958e-01,-4.603274880e-01,5.613922854e-01,2.293734121e-02,8.271999929e-01,6.143479396e-02,2.040058970e-01,-2.639637607e-01,1.313139207e+01,1.317973331e+01,-2.204887997e-01,1.266614703e-02,2.963699803e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.239974984e+01,2.436611779e+01,8.866054799e+00,8.876187765e+00,-1.363671691e+01,-5.051181859e+00,5.004632452e-01,-8.030401794e-01,-3.233854275e-01,6.577413216e-01,5.955847058e-01,-4.611426084e-01,5.628863572e-01,1.805587222e-02,8.262972529e-01,6.252590222e-02,2.039681844e-01,-2.641882788e-01,1.314306702e+01,1.319081098e+01,-2.203780514e-01,1.275566916e-02,2.987992424e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.261371683e+01,2.403392394e+01,8.743138321e+00,8.756440377e+00,-1.370577136e+01,-5.072454692e+00,4.934416008e-01,-8.069105192e-01,-3.245187451e-01,6.617947247e-01,5.904506145e-01,-4.619466376e-01,5.643227551e-01,1.314885262e-02,8.254026671e-01,6.362140392e-02,2.039101948e-01,-2.644062777e-01,1.315474197e+01,1.320188865e+01,-2.202673031e-01,1.284519129e-02,3.012285045e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.282478196e+01,2.370006997e+01,8.619705418e+00,8.635990094e+00,-1.377390509e+01,-5.093391584e+00,4.863841979e-01,-8.107279882e-01,-3.256384374e-01,6.658229743e-01,5.852796234e-01,-4.627395260e-01,5.657010028e-01,8.217322429e-03,8.245164965e-01,6.472081114e-02,2.038319479e-01,-2.646186715e-01,1.316641692e+01,1.321296632e+01,-2.201565547e-01,1.293471342e-02,3.036577667e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.303293031e+01,2.336457910e+01,8.495763740e+00,8.514849496e+00,-1.384111310e+01,-5.113995533e+00,4.792917285e-01,-8.144922431e-01,-3.267442120e-01,6.698257299e-01,5.800717339e-01,-4.635212242e-01,5.670206242e-01,3.262321644e-03,8.236390021e-01,6.582363596e-02,2.037334636e-01,-2.648263744e-01,1.317809187e+01,1.322404399e+01,-2.200458064e-01,1.302423556e-02,3.060870288e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.323814697e+01,2.302747456e+01,8.371320933e+00,8.393031165e+00,-1.390739042e+01,-5.134269534e+00,4.721648851e-01,-8.182029408e-01,-3.278357764e-01,6.738026510e-01,5.748269478e-01,-4.642916825e-01,5.682811430e-01,-1.715109731e-03,8.227704446e-01,6.692939046e-02,2.036147617e-01,-2.650303006e-01,1.318976682e+01,1.323512166e+01,-2.199350581e-01,1.311375769e-02,3.085162909e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.344041701e+01,2.268877956e+01,8.246384647e+00,8.270547679e+00,-1.397273203e+01,-5.154216587e+00,4.650043596e-01,-8.218597381e-01,-3.289128380e-01,6.777533972e-01,5.695452665e-01,-4.650508515e-01,5.694820829e-01,-6.713931696e-03,8.219110852e-01,6.803758671e-02,2.034758621e-01,-2.652313642e-01,1.320144177e+01,1.324619933e+01,-2.198243098e-01,1.320327982e-02,3.109455531e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.363972550e+01,2.234851732e+01,8.120962529e+00,8.147411620e+00,-1.403713297e+01,-5.173839687e+00,4.578108444e-01,-8.254622919e-01,-3.299751044e-01,6.816776280e-01,5.642266916e-01,-4.657986815e-01,5.706229677e-01,-1.173310425e-02,8.210611847e-01,6.914773679e-02,2.033167846e-01,-2.654304795e-01,1.321311672e+01,1.325727700e+01,-2.197135614e-01,1.329280195e-02,3.133748152e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.383605752e+01,2.200671106e+01,7.995062229e+00,8.023635566e+00,-1.410058823e+01,-5.193141833e+00,4.505850316e-01,-8.290102588e-01,-3.310222831e-01,6.855750030e-01,5.588712247e-01,-4.665351231e-01,5.717033212e-01,-1.677158738e-02,8.202210040e-01,7.025935277e-02,2.031375491e-01,-2.656285606e-01,1.322479167e+01,1.326835467e+01,-2.196028131e-01,1.338232408e-02,3.158040773e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.402939815e+01,2.166338401e+01,7.868691394e+00,7.899232100e+00,-1.416309284e+01,-5.212126021e+00,4.433276135e-01,-8.325032958e-01,-3.320540815e-01,6.894451817e-01,5.534788674e-01,-4.672601267e-01,5.727226671e-01,-2.182834110e-02,8.193908041e-01,7.137194673e-02,2.029381754e-01,-2.658265217e-01,1.323646662e+01,1.327943234e+01,-2.194920648e-01,1.347184622e-02,3.182333395e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.421973246e+01,2.131855938e+01,7.741857672e+00,7.774213800e+00,-1.422464179e+01,-5.230795249e+00,4.360392821e-01,-8.359410597e-01,-3.330702071e-01,6.932878236e-01,5.480496211e-01,-4.679736428e-01,5.736805292e-01,-2.690232540e-02,8.185708459e-01,7.248503074e-02,2.027186834e-01,-2.660252771e-01,1.324814157e+01,1.329051002e+01,-2.193813164e-01,1.356136835e-02,3.206626016e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.440704553e+01,2.097226040e+01,7.614568712e+00,7.648593246e+00,-1.428523011e+01,-5.249152514e+00,4.287207298e-01,-8.393232073e-01,-3.340703675e-01,6.971025884e-01,5.425834875e-01,-4.686756217e-01,5.745764312e-01,-3.199250027e-02,8.177613904e-01,7.359811689e-02,2.024790929e-01,-2.662257409e-01,1.325981652e+01,1.330158769e+01,-2.192705681e-01,1.365089048e-02,3.230918637e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.459132243e+01,2.062451028e+01,7.486832163e+00,7.522383020e+00,-1.434485279e+01,-5.267200812e+00,4.213726487e-01,-8.426493954e-01,-3.350542701e-01,7.008891354e-01,5.370804681e-01,-4.693660140e-01,5.754098970e-01,-3.709782573e-02,8.169626985e-01,7.471071724e-02,2.022194237e-01,-2.664288272e-01,1.327149147e+01,1.331266536e+01,-2.191598198e-01,1.374041261e-02,3.255211259e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.477254825e+01,2.027533224e+01,7.358655672e+00,7.395595700e+00,-1.440350486e+01,-5.284943143e+00,4.139957311e-01,-8.459192809e-01,-3.360216225e-01,7.046471244e-01,5.315405645e-01,-4.700447702e-01,5.761804503e-01,-4.221726175e-02,8.161750311e-01,7.582234388e-02,2.019396957e-01,-2.666354504e-01,1.328316642e+01,1.332374303e+01,-2.190490715e-01,1.382993475e-02,3.279503880e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.495070806e+01,1.992474950e+01,7.230046887e+00,7.268243867e+00,-1.446118132e+01,-5.302382501e+00,4.065906691e-01,-8.491325205e-01,-3.369721320e-01,7.083762148e-01,5.259637782e-01,-4.707118407e-01,5.768876148e-01,-4.734976835e-02,8.153986492e-01,7.693250888e-02,2.016399288e-01,-2.668465245e-01,1.329484137e+01,1.333482070e+01,-2.189383231e-01,1.391945688e-02,3.303796501e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.512578693e+01,1.957278529e+01,7.101013458e+00,7.140340102e+00,-1.451787718e+01,-5.319521886e+00,3.991581548e-01,-8.522887712e-01,-3.379055063e-01,7.120760661e-01,5.203501108e-01,-4.713671758e-01,5.775309143e-01,-5.249430551e-02,8.146338137e-01,7.804072431e-02,2.013201427e-01,-2.670629638e-01,1.330651632e+01,1.334589837e+01,-2.188275748e-01,1.400897901e-02,3.328089123e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.529776994e+01,1.921946282e+01,6.971563032e+00,7.011896985e+00,-1.457358745e+01,-5.336364294e+00,3.916988807e-01,-8.553876896e-01,-3.388214529e-01,7.157463380e-01,5.146995639e-01,-4.720107262e-01,5.781098726e-01,-5.764983324e-02,8.138807855e-01,7.914650225e-02,2.009803574e-01,-2.672856824e-01,1.331819127e+01,1.335697604e+01,-2.187168265e-01,1.409850114e-02,3.352381744e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.546664217e+01,1.886480532e+01,6.841703258e+00,6.882927094e+00,-1.462830715e+01,-5.352912721e+00,3.842135387e-01,-8.584289327e-01,-3.397196791e-01,7.193866898e-01,5.090121390e-01,-4.726424422e-01,5.786240134e-01,-6.281531154e-02,8.131398256e-01,8.024935478e-02,2.006205926e-01,-2.675155946e-01,1.332986622e+01,1.336805371e+01,-2.186060781e-01,1.418802327e-02,3.376674365e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.563238869e+01,1.850883600e+01,6.711441784e+00,6.753443012e+00,-1.468203128e+01,-5.369170167e+00,3.767028211e-01,-8.614121572e-01,-3.405998925e-01,7.229967813e-01,5.032878378e-01,-4.732622744e-01,5.790728606e-01,-6.798970040e-02,8.124111949e-01,8.134879398e-02,2.002408682e-01,-2.677536145e-01,1.334154117e+01,1.337913138e+01,-2.184953298e-01,1.427754541e-02,3.400966987e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.579499458e+01,1.815157808e+01,6.580786258e+00,6.623457317e+00,-1.473475486e+01,-5.385139627e+00,3.691674202e-01,-8.643370200e-01,-3.414618007e-01,7.265762719e-01,4.975266616e-01,-4.738701731e-01,5.794559378e-01,-7.317195982e-02,8.116951544e-01,8.244433191e-02,1.998412040e-01,-2.680006563e-01,1.335321612e+01,1.339020905e+01,-2.183845815e-01,1.436706754e-02,3.425259608e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.595444492e+01,1.779305479e+01,6.449744329e+00,6.492982591e+00,-1.478647289e+01,-5.400824099e+00,3.616080281e-01,-8.672031779e-01,-3.423051110e-01,7.301248212e-01,4.917286122e-01,-4.744660888e-01,5.797727688e-01,-7.836104979e-02,8.109919649e-01,8.353548066e-02,1.994216200e-01,-2.682576342e-01,1.336489107e+01,1.340128672e+01,-2.182738332e-01,1.445658967e-02,3.449552229e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.611072478e+01,1.743328934e+01,6.318323645e+00,6.362031412e+00,-1.483718039e+01,-5.416226580e+00,3.540253369e-01,-8.700102878e-01,-3.431295310e-01,7.336420887e-01,4.858936910e-01,-4.750499720e-01,5.800228774e-01,-8.355593032e-02,8.103018875e-01,8.462175230e-02,1.989821359e-01,-2.685254624e-01,1.337656602e+01,1.341236440e+01,-2.181630848e-01,1.454611180e-02,3.473844850e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.626381924e+01,1.707230496e+01,6.186531853e+00,6.230616362e+00,-1.488687236e+01,-5.431350068e+00,3.464200390e-01,-8.727580063e-01,-3.439347683e-01,7.371277340e-01,4.800218997e-01,-4.756217731e-01,5.802057874e-01,-8.875556141e-02,8.096251830e-01,8.570265890e-02,1.985227716e-01,-2.688050550e-01,1.338824097e+01,1.342344207e+01,-2.180523365e-01,1.463563394e-02,3.498137472e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.641371338e+01,1.671012486e+01,6.054376604e+00,6.098750020e+00,-1.493554382e+01,-5.446197559e+00,3.387928265e-01,-8.754459905e-01,-3.447205302e-01,7.405814166e-01,4.741132398e-01,-4.761814426e-01,5.803210225e-01,-9.395890305e-02,8.089621124e-01,8.677771255e-02,1.980435469e-01,-2.690973264e-01,1.339991592e+01,1.343451974e+01,-2.179415882e-01,1.472515607e-02,3.522430093e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.656039226e+01,1.634677227e+01,5.921865544e+00,5.966444967e+00,-1.498318978e+01,-5.460772052e+00,3.311443917e-01,-8.780738970e-01,-3.454865243e-01,7.440027960e-01,4.681677128e-01,-4.767289310e-01,5.803681065e-01,-9.916491523e-02,8.083129366e-01,8.784642532e-02,1.975444817e-01,-2.694031906e-01,1.341159087e+01,1.344559741e+01,-2.178308398e-01,1.481467820e-02,3.546722714e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.670384098e+01,1.598227040e+01,5.789006322e+00,5.833713782e+00,-1.502980524e+01,-5.475076542e+00,3.234754266e-01,-8.806413828e-01,-3.462324580e-01,7.473915318e-01,4.621853203e-01,-4.772641887e-01,5.803465631e-01,-1.043725580e-01,8.076779166e-01,8.890830929e-02,1.970255958e-01,-2.697235618e-01,1.342326582e+01,1.345667508e+01,-2.177200915e-01,1.490420033e-02,3.571015336e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.684404460e+01,1.561664247e+01,5.655806587e+00,5.700569047e+00,-1.507538523e+01,-5.489114028e+00,3.157866235e-01,-8.831481045e-01,-3.469580390e-01,7.507472835e-01,4.561660639e-01,-4.777871661e-01,5.802559162e-01,-1.095807912e-01,8.070573133e-01,8.996287652e-02,1.964869090e-01,-2.700593543e-01,1.343494077e+01,1.346775275e+01,-2.176093432e-01,1.499372246e-02,3.595307957e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.698098819e+01,1.524991171e+01,5.522273986e+00,5.567023340e+00,-1.511992474e+01,-5.502887506e+00,3.080786747e-01,-8.855937191e-01,-3.476629746e-01,7.540697107e-01,4.501099452e-01,-4.782978137e-01,5.800956894e-01,-1.147885751e-01,8.064513876e-01,9.100963910e-02,1.959284413e-01,-2.704114822e-01,1.344661572e+01,1.347883042e+01,-2.174985949e-01,1.508324460e-02,3.619600578e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.711465685e+01,1.488210134e+01,5.388416168e+00,5.433089243e+00,-1.516341880e+01,-5.516399974e+00,3.003522722e-01,-8.879778834e-01,-3.483469724e-01,7.573584729e-01,4.440169657e-01,-4.787960820e-01,5.798654065e-01,-1.199948694e-01,8.058604005e-01,9.204810911e-02,1.953502124e-01,-2.707808597e-01,1.345829067e+01,1.348990809e+01,-2.173878465e-01,1.517276673e-02,3.643893200e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.724503564e+01,1.451323457e+01,5.254240782e+00,5.298779334e+00,-1.520586240e+01,-5.529654429e+00,2.926081083e-01,-8.903002542e-01,-3.490097398e-01,7.606132297e-01,4.378871269e-01,-4.792819215e-01,5.795645914e-01,-1.251986343e-01,8.052846129e-01,9.307779862e-02,1.947522421e-01,-2.711684010e-01,1.346996562e+01,1.350098576e+01,-2.172770982e-01,1.526228886e-02,3.668185821e+00,4.805965491e-01,4.560096985e-01,4.558928701e-03,3.685157355e-03
4.737242709e+01,1.414321847e+01,5.119656107e+00,5.163946338e+00,-1.524718347e+01,-5.542671965e+00,2.848252359e-01,-8.925712271e-01,-3.496610484e-01,7.638606424e-01,4.317087254e-01,-4.797379574e-01,5.791833485e-01,-1.304325481e-01,8.047289011e-01,9.369917902e-02,1.943284842e-01,-2.716535739e-01,1.347502842e+01,1.350567226e+01,-2.171021088e-01,1.529091481e-02,3.692478442e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.749655265e+01,1.377220653e+01,4.984755037e+00,5.028776828e+00,-1.528734304e+01,-5.555319971e+00,2.770181837e-01,-8.947830878e-01,-3.502939006e-01,7.670675066e-01,4.254903218e-01,-4.801924733e-01,5.787445272e-01,-1.356614561e-01,8.041809584e-01,9.419629526e-02,1.939403337e-01,-2.721481179e-01,1.347843818e+01,1.350876096e+01,-2.169110592e-01,1.530431671e-02,3.716771064e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.761732785e+01,1.340025820e+01,4.849571240e+00,4.893325025e+00,-1.532635111e+01,-5.567582886e+00,2.691926776e-01,-8.969331629e-01,-3.509059336e-01,7.702253799e-01,4.192353269e-01,-4.806513825e-01,5.782525929e-01,-1.408755117e-01,8.036386897e-01,9.466799648e-02,1.935404702e-01,-2.726294112e-01,1.348184794e+01,1.351184966e+01,-2.167200095e-01,1.531771861e-02,3.741063685e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.773475130e+01,1.302739926e+01,4.714112352e+00,4.757598869e+00,-1.536421086e+01,-5.579463199e+00,2.613492915e-01,-8.990214079e-01,-3.514972319e-01,7.733339758e-01,4.129442863e-01,-4.811145572e-01,5.777079057e-01,-1.460743212e-01,8.031021517e-01,9.511509710e-02,1.931293257e-01,-2.730977944e-01,1.348525771e+01,1.351493836e+01,-2.165289598e-01,1.533112051e-02,3.765356306e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.784882164e+01,1.265365551e+01,4.578386009e+00,4.621606295e+00,-1.540092544e+01,-5.590963397e+00,2.534885994e-01,-9.010477780e-01,-3.520678801e-01,7.763930075e-01,4.066177454e-01,-4.815818701e-01,5.771108251e-01,-1.512574913e-01,8.025714012e-01,9.553841155e-02,1.927073321e-01,-2.735536081e-01,1.348866747e+01,1.351802706e+01,-2.163379102e-01,1.534452241e-02,3.789648928e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.795953749e+01,1.227905273e+01,4.442399847e+00,4.485355241e+00,-1.543649801e+01,-5.602085968e+00,2.456111752e-01,-9.030122288e-01,-3.526179630e-01,7.794021882e-01,4.002562496e-01,-4.820531935e-01,5.764617111e-01,-1.564246285e-01,8.020464952e-01,9.593875427e-02,1.922749214e-01,-2.739971927e-01,1.349207723e+01,1.352111577e+01,-2.161468605e-01,1.535792431e-02,3.813941549e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.806689748e+01,1.190361672e+01,4.306161502e+00,4.348853644e+00,-1.547093173e+01,-5.612833402e+00,2.377175929e-01,-9.049147154e-01,-3.531475651e-01,7.823612314e-01,3.938603444e-01,-4.825283998e-01,5.757609235e-01,-1.615753393e-01,8.015274902e-01,9.631693969e-02,1.918325256e-01,-2.744288890e-01,1.349548700e+01,1.352420447e+01,-2.159558109e-01,1.537132621e-02,3.838234170e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.817090023e+01,1.152737327e+01,4.169678609e+00,4.212109443e+00,-1.550422976e+01,-5.623208186e+00,2.298084265e-01,-9.067551934e-01,-3.536567711e-01,7.852698502e-01,3.874305752e-01,-4.830073616e-01,5.750088220e-01,-1.667092302e-01,8.010144432e-01,9.667378224e-02,1.913805766e-01,-2.748490374e-01,1.349889676e+01,1.352729317e+01,-2.157647612e-01,1.538472811e-02,3.862526792e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
4.827154436e+01,1.115034816e+01,4.032958804e+00,4.075130573e+00,-1.553639526e+01,-5.633212808e+00,2.218842499e-01,-9.085336180e-01,-3.541456655e-01,7.881277580e-01,3.809674875e-01,-4.834899512e-01,5.742057665e-01,-1.718259078e-01,8.005074110e-01,9.701009634e-02,1.909195065e-01,-2.752579785e-01,1.350230652e+01,1.353038187e+01,-2.155737116e-01,1.539813001e-02,3.886819413e+00,1.403620716e-01,1.271456643e-01,7.864513841e-03,5.516860324e-04
